1211251023877813,SENSEX 25 Oct 23 86600 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2386600PE,12,11,877813,SENSEX,1,86600.0,PE,12100000001,None,0,0.0
1211251023877815,SENSEX 25 Oct 23 85100 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2385100PE,12,11,877815,SENSEX,1,85100.0,PE,12100000001,None,0,0.0
1211251023877816,SENSEX 25 Oct 23 74600 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2374600CE,12,11,877816,SENSEX,1,74600.0,CE,12100000001,None,0,0.0
1211251023877817,SENSEX 25 Oct 23 82900 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2382900PE,12,11,877817,SENSEX,1,82900.0,PE,12100000001,None,0,0.0
1211251023877818,SENSEX 25 Oct 23 76300 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2376300CE,12,11,877818,SENSEX,1,76300.0,CE,12100000001,None,0,0.0
1211251023877819,SENSEX 25 Oct 23 81400 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2381400PE,12,11,877819,SENSEX,1,81400.0,PE,12100000001,None,0,0.0
1211251023877820,SENSEX 25 Oct 23 86900 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2386900CE,12,11,877820,SENSEX,1,86900.0,CE,12100000001,None,0,0.0
1211251023877821,SENSEX 25 Oct 23 85400 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2385400CE,12,11,877821,SENSEX,1,85400.0,CE,12100000001,None,0,0.0
1211251023877822,SENSEX 25 Oct 23 87100 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2387100CE,12,11,877822,SENSEX,1,87100.0,CE,12100000001,None,0,0.0
1211251023877823,SENSEX 25 Oct 23 78600 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2378600PE,12,11,877823,SENSEX,1,78600.0,PE,12100000001,None,0,0.0
1211251023877824,SENSEX 25 Oct 23 77100 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2377100PE,12,11,877824,SENSEX,1,77100.0,PE,12100000001,None,0,0.0
1211251023877825,SENSEX 25 Oct 23 81700 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2381700CE,12,11,877825,SENSEX,1,81700.0,CE,12100000001,None,0,0.0
1211251023877826,SENSEX 25 Oct 23 80200 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2380200CE,12,11,877826,SENSEX,1,80200.0,CE,12100000001,None,0,0.0
1211251023877827,SENSEX 25 Oct 23 84900 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2384900CE,12,11,877827,SENSEX,1,84900.0,CE,12100000001,None,0,0.0
1211251023877829,SENSEX 25 Oct 23 83400 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2383400CE,12,11,877829,SENSEX,1,83400.0,CE,12100000001,None,0,0.0
1211251023877830,SENSEX 25 Oct 23 74900 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2374900PE,12,11,877830,SENSEX,1,74900.0,PE,12100000001,None,0,0.0
1211251023877834,SENSEX 25 Oct 23 73400 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2373400PE,12,11,877834,SENSEX,1,73400.0,PE,12100000001,None,0,0.0
